id,name,unit,dataset_id
721,"11.6.1 - Municipal Solid Waste collection coverage, by cities (%) - EN_REF_WASCOL - TBILISI",Percentage,101
722,"11.6.1 - Municipal Solid Waste collection coverage, by cities (%) - EN_REF_WASCOL - KUTAISI",Percentage,101
723,"11.6.1 - Municipal Solid Waste collection coverage, by cities (%) - EN_REF_WASCOL - BATUMI",Percentage,101
724,"11.6.1 - Municipal Solid Waste collection coverage, by cities (%) - EN_REF_WASCOL - BERLIN",Percentage,101
725,"11.6.1 - Municipal Solid Waste collection coverage, by cities (%) - EN_REF_WASCOL - ACCRA",Percentage,101
726,"11.6.1 - Municipal Solid Waste collection coverage, by cities (%) - EN_REF_WASCOL - ATHENSGAA",Percentage,101
727,"11.6.1 - Municipal Solid Waste collection coverage, by cities (%) - EN_REF_WASCOL - CONAKRY",Percentage,101
728,"11.6.1 - Municipal Solid Waste collection coverage, by cities (%) - EN_REF_WASCOL - GEORGETOWN",Percentage,101
729,"11.6.1 - Municipal Solid Waste collection coverage, by cities (%) - EN_REF_WASCOL - LESCAYES",Percentage,101
730,"11.6.1 - Municipal Solid Waste collection coverage, by cities (%) - EN_REF_WASCOL - PETIONVILLE",Percentage,101
731,"11.6.1 - Municipal Solid Waste collection coverage, by cities (%) - EN_REF_WASCOL - SAINTMARC",Percentage,101
732,"11.6.1 - Municipal Solid Waste collection coverage, by cities (%) - EN_REF_WASCOL - PORT-AU-PRINCE",Percentage,101
733,"11.6.1 - Municipal Solid Waste collection coverage, by cities (%) - EN_REF_WASCOL - TEGUCIGALPA",Percentage,101
734,"11.6.1 - Municipal Solid Waste collection coverage, by cities (%) - EN_REF_WASCOL - BUDAPEST",Percentage,101
735,"11.6.1 - Municipal Solid Waste collection coverage, by cities (%) - EN_REF_WASCOL - DELHI",Percentage,101
736,"11.6.1 - Municipal Solid Waste collection coverage, by cities (%) - EN_REF_WASCOL - BANGALORE",Percentage,101
737,"11.6.1 - Municipal Solid Waste collection coverage, by cities (%) - EN_REF_WASCOL - WARANGAL",Percentage,101
738,"11.6.1 - Municipal Solid Waste collection coverage, by cities (%) - EN_REF_WASCOL - SURAT",Percentage,101
739,"11.6.1 - Municipal Solid Waste collection coverage, by cities (%) - EN_REF_WASCOL - JAKARTA",Percentage,101
740,"11.6.1 - Municipal Solid Waste collection coverage, by cities (%) - EN_REF_WASCOL - BAGHDAD",Percentage,101
741,"11.6.1 - Municipal Solid Waste collection coverage, by cities (%) - EN_REF_WASCOL - DUBLIN",Percentage,101
742,"11.6.1 - Municipal Solid Waste collection coverage, by cities (%) - EN_REF_WASCOL - MILAN",Percentage,101
743,"11.6.1 - Municipal Solid Waste collection coverage, by cities (%) - EN_REF_WASCOL - ABIDJAN",Percentage,101
744,"11.6.1 - Municipal Solid Waste collection coverage, by cities (%) - EN_REF_WASCOL - TOKYO",Percentage,101
745,"11.6.1 - Municipal Solid Waste collection coverage, by cities (%) - EN_REF_WASCOL - OSAKA",Percentage,101
746,"11.6.1 - Municipal Solid Waste collection coverage, by cities (%) - EN_REF_WASCOL - NAIROBI",Percentage,101
747,"11.6.1 - Municipal Solid Waste collection coverage, by cities (%) - EN_REF_WASCOL - KUWAIT",Percentage,101
748,"11.6.1 - Municipal Solid Waste collection coverage, by cities (%) - EN_REF_WASCOL - BISHEKEK",Percentage,101
749,"11.6.1 - Municipal Solid Waste collection coverage, by cities (%) - EN_REF_WASCOL - MASERU",Percentage,101
750,"11.6.1 - Municipal Solid Waste collection coverage, by cities (%) - EN_REF_WASCOL - MONROVIA",Percentage,101
751,"11.6.1 - Municipal Solid Waste collection coverage, by cities (%) - EN_REF_WASCOL - ANTANANARIVO",Percentage,101
752,"11.6.1 - Municipal Solid Waste collection coverage, by cities (%) - EN_REF_WASCOL - MALDIVES",Percentage,101
753,"11.6.1 - Municipal Solid Waste collection coverage, by cities (%) - EN_REF_WASCOL - BAMAKO",Percentage,101
754,"11.6.1 - Municipal Solid Waste collection coverage, by cities (%) - EN_REF_WASCOL - NOUAKCHOTT",Percentage,101
755,"11.6.1 - Municipal Solid Waste collection coverage, by cities (%) - EN_REF_WASCOL - CUREPIPE",Percentage,101
756,"11.6.1 - Municipal Solid Waste collection coverage, by cities (%) - EN_REF_WASCOL - PORTLOUIS",Percentage,101
757,"11.6.1 - Municipal Solid Waste collection coverage, by cities (%) - EN_REF_WASCOL - CHETUMAL_OTHONP_BLANCO_QUINTANAROO",Percentage,101
758,"11.6.1 - Municipal Solid Waste collection coverage, by cities (%) - EN_REF_WASCOL - CHILPANCINGO_GUERRERO",Percentage,101
759,"11.6.1 - Municipal Solid Waste collection coverage, by cities (%) - EN_REF_WASCOL - HIDALGO_MICHOACAN",Percentage,101
760,"11.6.1 - Municipal Solid Waste collection coverage, by cities (%) - EN_REF_WASCOL - HERMOSILLO_SONORA",Percentage,101
761,"11.6.1 - Municipal Solid Waste collection coverage, by cities (%) - EN_REF_WASCOL - CANCUN",Percentage,101
762,"11.6.1 - Municipal Solid Waste collection coverage, by cities (%) - EN_REF_WASCOL - CAMPECHE_CAMPECHE",Percentage,101
763,"11.6.1 - Municipal Solid Waste collection coverage, by cities (%) - EN_REF_WASCOL - APATZINGAN_MICHOACAN",Percentage,101
764,"11.6.1 - Municipal Solid Waste collection coverage, by cities (%) - EN_REF_WASCOL - ALTAMIRA_TAMAULIPAS",Percentage,101
765,"11.6.1 - Municipal Solid Waste collection coverage, by cities (%) - EN_REF_WASCOL - AGUASCALIENTES",Percentage,101
766,"11.6.1 - Municipal Solid Waste collection coverage, by cities (%) - EN_REF_WASCOL - CHALCOMEX",Percentage,101
767,"11.6.1 - Municipal Solid Waste collection coverage, by cities (%) - EN_REF_WASCOL - ACUNACOAHUILA",Percentage,101
768,"11.6.1 - Municipal Solid Waste collection coverage, by cities (%) - EN_REF_WASCOL - ACAPULCO_GUERRERO",Percentage,101
769,"11.6.1 - Municipal Solid Waste collection coverage, by cities (%) - EN_REF_WASCOL - CHIHUAHUA_CHIHUAHUA",Percentage,101
770,"11.6.1 - Municipal Solid Waste collection coverage, by cities (%) - EN_REF_WASCOL - GUADALAJARA_JALISCO",Percentage,101
771,"11.6.1 - Municipal Solid Waste collection coverage, by cities (%) - EN_REF_WASCOL - IRAPUATO_GUANAJUATO",Percentage,101
772,"11.6.1 - Municipal Solid Waste collection coverage, by cities (%) - EN_REF_WASCOL - IGUALA_GUERRERO",Percentage,101
773,"11.6.1 - Municipal Solid Waste collection coverage, by cities (%) - EN_REF_WASCOL - VILLAHERMOSA_CENTRO_TABASCO",Percentage,101
774,"11.6.1 - Municipal Solid Waste collection coverage, by cities (%) - EN_REF_WASCOL - XALAPA_VERACRUZ",Percentage,101
775,"11.6.1 - Municipal Solid Waste collection coverage, by cities (%) - EN_REF_WASCOL - ZACATECAS_ZACATECAS",Percentage,101
776,"11.6.1 - Municipal Solid Waste collection coverage, by cities (%) - EN_REF_WASCOL - VICTORIA_TAMAULIPAS",Percentage,101
777,"11.6.1 - Municipal Solid Waste collection coverage, by cities (%) - EN_REF_WASCOL - ZAMORA_MICHOACAN",Percentage,101
778,"11.6.1 - Municipal Solid Waste collection coverage, by cities (%) - EN_REF_WASCOL - ZAPOPAN_JALISCO",Percentage,101
779,"11.6.1 - Municipal Solid Waste collection coverage, by cities (%) - EN_REF_WASCOL - ZITACUARO_MICHOACAN",Percentage,101
780,"11.6.1 - Municipal Solid Waste collection coverage, by cities (%) - EN_REF_WASCOL - GUAYMAS_SONORA",Percentage,101
781,"11.6.1 - Municipal Solid Waste collection coverage, by cities (%) - EN_REF_WASCOL - GUASAVE_SINALOA",Percentage,101
782,"11.6.1 - Municipal Solid Waste collection coverage, by cities (%) - EN_REF_WASCOL - GUANAJUATO_GUANAJUATO",Percentage,101
783,"11.6.1 - Municipal Solid Waste collection coverage, by cities (%) - EN_REF_WASCOL - GUADALUPE_ZACATECAS",Percentage,101
784,"11.6.1 - Municipal Solid Waste collection coverage, by cities (%) - EN_REF_WASCOL - GUADALUPE_NUEVOLEON",Percentage,101
785,"11.6.1 - Municipal Solid Waste collection coverage, by cities (%) - EN_REF_WASCOL - CELAYA_GUANAJUATO",Percentage,101
786,"11.6.1 - Municipal Solid Waste collection coverage, by cities (%) - EN_REF_WASCOL - CARMEN_CAMPECHE",Percentage,101
787,"11.6.1 - Municipal Solid Waste collection coverage, by cities (%) - EN_REF_WASCOL - CARDENAST_TABASCO",Percentage,101
788,"11.6.1 - Municipal Solid Waste collection coverage, by cities (%) - EN_REF_WASCOL - CUAUTLA_MORELOS",Percentage,101
789,"11.6.1 - Municipal Solid Waste collection coverage, by cities (%) - EN_REF_WASCOL - CUAUHTEMOC_CHIHUAHUA",Percentage,101
790,"11.6.1 - Municipal Solid Waste collection coverage, by cities (%) - EN_REF_WASCOL - HUIXQUILUCAN_MEXICO",Percentage,101
791,"11.6.1 - Municipal Solid Waste collection coverage, by cities (%) - EN_REF_WASCOL - CORDOBA_VERACRUZ",Percentage,101
792,"11.6.1 - Municipal Solid Waste collection coverage, by cities (%) - EN_REF_WASCOL - COMITANDEDOMINGUEZ_CHIAPAS",Percentage,101
793,"11.6.1 - Municipal Solid Waste collection coverage, by cities (%) - EN_REF_WASCOL - COLIMA",Percentage,101
794,"11.6.1 - Municipal Solid Waste collection coverage, by cities (%) - EN_REF_WASCOL - COATZACOALCOS_VERACRUZ",Percentage,101
795,"11.6.1 - Municipal Solid Waste collection coverage, by cities (%) - EN_REF_WASCOL - HIDALGODELPARRAL_CHIHUAHUA",Percentage,101
796,"11.6.1 - Municipal Solid Waste collection coverage, by cities (%) - EN_REF_WASCOL - CIUDADOBREGON",Percentage,101
797,"11.6.1 - Municipal Solid Waste collection coverage, by cities (%) - EN_REF_WASCOL - GUADALAJARA",Percentage,101
798,"11.6.1 - Municipal Solid Waste collection coverage, by cities (%) - EN_REF_WASCOL - CORREGIDORA",Percentage,101
799,"11.6.1 - Municipal Solid Waste collection coverage, by cities (%) - EN_REF_WASCOL - MEXICOCITY",Percentage,101
800,"11.6.1 - Municipal Solid Waste collection coverage, by cities (%) - EN_REF_WASCOL - ULAANBAATAR",Percentage,101
801,"11.6.1 - Municipal Solid Waste collection coverage, by cities (%) - EN_REF_WASCOL - MAPUTO",Percentage,101
802,"11.6.1 - Municipal Solid Waste collection coverage, by cities (%) - EN_REF_WASCOL - KATHMANDU",Percentage,101
803,"11.6.1 - Municipal Solid Waste collection coverage, by cities (%) - EN_REF_WASCOL - GHORAI",Percentage,101
804,"11.6.1 - Municipal Solid Waste collection coverage, by cities (%) - EN_REF_WASCOL - ROTTERDAM",Percentage,101
805,"11.6.1 - Municipal Solid Waste collection coverage, by cities (%) - EN_REF_WASCOL - AMSTERDAM-UTRECHT",Percentage,101
806,"11.6.1 - Municipal Solid Waste collection coverage, by cities (%) - EN_REF_WASCOL - CHRISTCHURCH",Percentage,101
807,"11.6.1 - Municipal Solid Waste collection coverage, by cities (%) - EN_REF_WASCOL - DUNEDIN",Percentage,101
808,"11.6.1 - Municipal Solid Waste collection coverage, by cities (%) - EN_REF_WASCOL - WELLINGTON",Percentage,101
809,"11.6.1 - Municipal Solid Waste collection coverage, by cities (%) - EN_REF_WASCOL - MANAGUA",Percentage,101
810,"11.6.1 - Municipal Solid Waste collection coverage, by cities (%) - EN_REF_WASCOL - ZINDER",Percentage,101
811,"11.6.1 - Municipal Solid Waste collection coverage, by cities (%) - EN_REF_WASCOL - NIAMEY",Percentage,101
812,"11.6.1 - Municipal Solid Waste collection coverage, by cities (%) - EN_REF_WASCOL - LAGOS",Percentage,101
813,"11.6.1 - Municipal Solid Waste collection coverage, by cities (%) - EN_REF_WASCOL - OSLO",Percentage,101
814,"11.6.1 - Municipal Solid Waste collection coverage, by cities (%) - EN_REF_WASCOL - MARSHALLISLANDS",Percentage,101
815,"11.6.1 - Municipal Solid Waste collection coverage, by cities (%) - EN_REF_WASCOL - LAHORE",Percentage,101
816,"11.6.1 - Municipal Solid Waste collection coverage, by cities (%) - EN_REF_WASCOL - PANAMACITY",Percentage,101
817,"11.6.1 - Municipal Solid Waste collection coverage, by cities (%) - EN_REF_WASCOL - LIMA_CARABAYLLO",Percentage,101
818,"11.6.1 - Municipal Solid Waste collection coverage, by cities (%) - EN_REF_WASCOL - LIMA_COMAS",Percentage,101
819,"11.6.1 - Municipal Solid Waste collection coverage, by cities (%) - EN_REF_WASCOL - PIURA_CASTILLA",Percentage,101
820,"11.6.1 - Municipal Solid Waste collection coverage, by cities (%) - EN_REF_WASCOL - UCAYALI_CALLERIA",Percentage,101
821,"11.6.1 - Municipal Solid Waste collection coverage, by cities (%) - EN_REF_WASCOL - LIMA_ATE",Percentage,101
822,"11.6.1 - Municipal Solid Waste collection coverage, by cities (%) - EN_REF_WASCOL - CALLAO_CALLAOCERCADO",Percentage,101
823,"11.6.1 - Municipal Solid Waste collection coverage, by cities (%) - EN_REF_WASCOL - LIMA_VILLAMARIADELTRIUNFO",Percentage,101
824,"11.6.1 - Municipal Solid Waste collection coverage, by cities (%) - EN_REF_WASCOL - LIMA_PUENTEPIEDRA",Percentage,101
825,"11.6.1 - Municipal Solid Waste collection coverage, by cities (%) - EN_REF_WASCOL - LIMA_LURIGANCHO",Percentage,101
826,"11.6.1 - Municipal Solid Waste collection coverage, by cities (%) - EN_REF_WASCOL - LIMA_LOSOLIVOS",Percentage,101
827,"11.6.1 - Municipal Solid Waste collection coverage, by cities (%) - EN_REF_WASCOL - LIMA_SANBORJA",Percentage,101
828,"11.6.1 - Municipal Solid Waste collection coverage, by cities (%) - EN_REF_WASCOL - JUNIN_ELTAMBO",Percentage,101
829,"11.6.1 - Municipal Solid Waste collection coverage, by cities (%) - EN_REF_WASCOL - LIMA_CHORRILLOS",Percentage,101
830,"11.6.1 - Municipal Solid Waste collection coverage, by cities (%) - EN_REF_WASCOL - LIMA_SANJUANDELURIGANCHO",Percentage,101
831,"11.6.1 - Municipal Solid Waste collection coverage, by cities (%) - EN_REF_WASCOL - MANILA",Percentage,101
832,"11.6.1 - Municipal Solid Waste collection coverage, by cities (%) - EN_REF_WASCOL - WARSAW",Percentage,101
833,"11.6.1 - Municipal Solid Waste collection coverage, by cities (%) - EN_REF_WASCOL - LISBON",Percentage,101
834,"11.6.1 - Municipal Solid Waste collection coverage, by cities (%) - EN_REF_WASCOL - DOHA",Percentage,101
835,"11.6.1 - Municipal Solid Waste collection coverage, by cities (%) - EN_REF_WASCOL - KIGALI",Percentage,101
836,"11.6.1 - Municipal Solid Waste collection coverage, by cities (%) - EN_REF_WASCOL - ANGUILLA",Percentage,101
837,"11.6.1 - Municipal Solid Waste collection coverage, by cities (%) - EN_REF_WASCOL - CASTRIES",Percentage,101
838,"11.6.1 - Municipal Solid Waste collection coverage, by cities (%) - EN_REF_WASCOL - RIYADH",Percentage,101
839,"11.6.1 - Municipal Solid Waste collection coverage, by cities (%) - EN_REF_WASCOL - DAKAR",Percentage,101
840,"11.6.1 - Municipal Solid Waste collection coverage, by cities (%) - EN_REF_WASCOL - SINGAPORE",Percentage,101
841,"11.6.1 - Municipal Solid Waste collection coverage, by cities (%) - EN_REF_WASCOL - CAPETOWN",Percentage,101
842,"11.6.1 - Municipal Solid Waste collection coverage, by cities (%) - EN_REF_WASCOL - DURBAN",Percentage,101
843,"11.6.1 - Municipal Solid Waste collection coverage, by cities (%) - EN_REF_WASCOL - JOHANNESBURG",Percentage,101
844,"11.6.1 - Municipal Solid Waste collection coverage, by cities (%) - EN_REF_WASCOL - STEVE_TSHWETE",Percentage,101
845,"11.6.1 - Municipal Solid Waste collection coverage, by cities (%) - EN_REF_WASCOL - HARARE",Percentage,101
846,"11.6.1 - Municipal Solid Waste collection coverage, by cities (%) - EN_REF_WASCOL - MADRID",Percentage,101
847,"11.6.1 - Municipal Solid Waste collection coverage, by cities (%) - EN_REF_WASCOL - BARCELONA",Percentage,101
848,"11.6.1 - Municipal Solid Waste collection coverage, by cities (%) - EN_REF_WASCOL - STOCKHOLM",Percentage,101
849,"11.6.1 - Municipal Solid Waste collection coverage, by cities (%) - EN_REF_WASCOL - ZURICH",Percentage,101
850,"11.6.1 - Municipal Solid Waste collection coverage, by cities (%) - EN_REF_WASCOL - DAMASCUS",Percentage,101
851,"11.6.1 - Municipal Solid Waste collection coverage, by cities (%) - EN_REF_WASCOL - BANGKOK",Percentage,101
852,"11.6.1 - Municipal Solid Waste collection coverage, by cities (%) - EN_REF_WASCOL - LOME",Percentage,101
853,"11.6.1 - Municipal Solid Waste collection coverage, by cities (%) - EN_REF_WASCOL - TUNIS",Percentage,101
854,"11.6.1 - Municipal Solid Waste collection coverage, by cities (%) - EN_REF_WASCOL - SOUSSE",Percentage,101
855,"11.6.1 - Municipal Solid Waste collection coverage, by cities (%) - EN_REF_WASCOL - KAMPALA",Percentage,101
856,"11.6.1 - Municipal Solid Waste collection coverage, by cities (%) - EN_REF_WASCOL - CAIRO",Percentage,101
857,"11.6.1 - Municipal Solid Waste collection coverage, by cities (%) - EN_REF_WASCOL - BELFAST",Percentage,101
858,"11.6.1 - Municipal Solid Waste collection coverage, by cities (%) - EN_REF_WASCOL - MANCHESTER",Percentage,101
859,"11.6.1 - Municipal Solid Waste collection coverage, by cities (%) - EN_REF_WASCOL - LONDON",Percentage,101
860,"11.6.1 - Municipal Solid Waste collection coverage, by cities (%) - EN_REF_WASCOL - MOSHI",Percentage,101
861,"11.6.1 - Municipal Solid Waste collection coverage, by cities (%) - EN_REF_WASCOL - DARESSALAAM",Percentage,101
862,"11.6.1 - Municipal Solid Waste collection coverage, by cities (%) - EN_REF_WASCOL - SANFRANSCISCO",Percentage,101
863,"11.6.1 - Municipal Solid Waste collection coverage, by cities (%) - EN_REF_WASCOL - TOMPKINS_COUNTY",Percentage,101
864,"11.6.1 - Municipal Solid Waste collection coverage, by cities (%) - EN_REF_WASCOL - NEWYORK",Percentage,101
865,"11.6.1 - Municipal Solid Waste collection coverage, by cities (%) - EN_REF_WASCOL - OUAGADOUGOU",Percentage,101
866,"11.6.1 - Municipal Solid Waste collection coverage, by cities (%) - EN_REF_WASCOL - SANAA",Percentage,101
867,"11.6.1 - Municipal Solid Waste collection coverage, by cities (%) - EN_REF_WASCOL - LUSAKA",Percentage,101
868,"11.6.2 - Annual mean levels of fine particulate matter in cities, urban population (micrograms per cubic meter) - EN_ATM_PM25 - URBAN",Micrograms per cubic meter,102
869,"11.6.2 - Annual mean levels of fine particulate matter in cities, urban population (micrograms per cubic meter) - EN_ATM_PM25 - RURAL",Micrograms per cubic meter,102
870,"11.6.2 - Annual mean levels of fine particulate matter in cities, urban population (micrograms per cubic meter) - EN_ATM_PM25 - ALLAREA",Micrograms per cubic meter,102
871,11.a.1 - Countries that have national urban policies or regional development plans that respond to population dynamics; ensure balanced territorial development; and increase local fiscal space (1 = YES; 0 = NO) - SD_CPA_UPRDP,Number,103
872,11.b.1 - Score of adoption and implementation of national DRR strategies in line with the Sendai Framework - SG_DSR_LGRGSR,Index,104
873,11.b.1 - Number of countries that reported having a National DRR Strategy which is aligned to the Sendai Framework - SG_DSR_SFDRR,Number,105
874,11.b.2 - Number of local governments that adopt and implement local DRR strategies in line with national strategies (number) - SG_DSR_SILN,Number,106
875,11.b.2 - Proportion of local governments that adopt and implement local disaster risk reduction strategies in line with national disaster risk reduction strategies (%) - SG_DSR_SILS,Percentage,107
876,11.b.2 - Number of local governments (number) - SG_GOV_LOGV,Number,108
877,12.1.1 - Countries with sustainable consumption and production (SCP) national action plans or SCP mainstreamed as a priority or target into national policies (1 = YES; 0 = NO) - SG_SCP_CNTRY,Number,109
878,12.1.1 - Countries with coordination mechanism for sustainable consumption and production (1 = YES; 0 = NO) - SG_SCP_CORMEC,Number,110
879,12.1.1 - Country with Other implementing activities for sustainable consumption and production (1 = YES; 0 = NO) - SG_SCP_OTHER,Number,111
880,12.1.1 - Countries with policy instrument for sustainable consumption and production (1 = YES; 0 = NO) - SG_SCP_POLINS - POLICY_MACRO,Number,112
881,12.1.1 - Countries with policy instrument for sustainable consumption and production (1 = YES; 0 = NO) - SG_SCP_POLINS - POLICY_REGLEG,Number,112
882,12.1.1 - Countries with policy instrument for sustainable consumption and production (1 = YES; 0 = NO) - SG_SCP_POLINS - POLICY_VOLSRG,Number,112
883,12.1.1 - Countries with policy instrument for sustainable consumption and production (1 = YES; 0 = NO) - SG_SCP_POLINS - POLICY_ECONFIS,Number,112
884,"12.1.1 - Countries with policies, instruments and mechanism in place for sustainable consumption and production (1 = YES; 0 = NO) - SG_SCP_TOTL",Number,113
885,"12.2.1 - Material footprint per capita, by type of raw material (tonnes) - EN_MAT_FTPRPC",Tonnes,114
886,"12.2.1 - Material footprint per unit of GDP, by type of raw material (kilograms per constant 2010 United States dollar) - EN_MAT_FTPRPG",Kilograms per constant USD,115
887,"12.2.1 - Material footprint, by type of raw material (tonnes) - EN_MAT_FTPRTN",Tonnes,116
888,"12.2.2 - Domestic material consumption per capita, by type of raw material (tonnes) - EN_MAT_DOMCMPC - FOF",Tonnes,117
889,"12.2.2 - Domestic material consumption per capita, by type of raw material (tonnes) - EN_MAT_DOMCMPC - PET",Tonnes,117
890,"12.2.2 - Domestic material consumption per capita, by type of raw material (tonnes) - EN_MAT_DOMCMPC - CRO",Tonnes,117
891,"12.2.2 - Domestic material consumption per capita, by type of raw material (tonnes) - EN_MAT_DOMCMPC - COL",Tonnes,117
892,"12.2.2 - Domestic material consumption per capita, by type of raw material (tonnes) - EN_MAT_DOMCMPC - GBO",Tonnes,117
893,"12.2.2 - Domestic material consumption per capita, by type of raw material (tonnes) - EN_MAT_DOMCMPC - GAS",Tonnes,117
894,"12.2.2 - Domestic material consumption per capita, by type of raw material (tonnes) - EN_MAT_DOMCMPC - BIM",Tonnes,117
895,"12.2.2 - Domestic material consumption per capita, by type of raw material (tonnes) - EN_MAT_DOMCMPC - ALP",Tonnes,117
896,"12.2.2 - Domestic material consumption per capita, by type of raw material (tonnes) - EN_MAT_DOMCMPC - FEO",Tonnes,117
897,"12.2.2 - Domestic material consumption per capita, by type of raw material (tonnes) - EN_MAT_DOMCMPC - NMA",Tonnes,117
898,"12.2.2 - Domestic material consumption per capita, by type of raw material (tonnes) - EN_MAT_DOMCMPC - NMC",Tonnes,117
899,"12.2.2 - Domestic material consumption per capita, by type of raw material (tonnes) - EN_MAT_DOMCMPC - NFO",Tonnes,117
900,"12.2.2 - Domestic material consumption per capita, by type of raw material (tonnes) - EN_MAT_DOMCMPC - MEO",Tonnes,117
901,"12.2.2 - Domestic material consumption per capita, by type of raw material (tonnes) - EN_MAT_DOMCMPC - WOD",Tonnes,117
902,"12.2.2 - Domestic material consumption per capita, by type of raw material (tonnes) - EN_MAT_DOMCMPC - WCH",Tonnes,117
903,"12.2.2 - Domestic material consumption per capita, by type of raw material (tonnes) - EN_MAT_DOMCMPC - NMM",Tonnes,117
904,"12.2.2 - Domestic material consumption per capita, by type of raw material (tonnes) - EN_MAT_DOMCMPC - CPR",Tonnes,117
905,"12.2.2 - Domestic material consumption per capita, by type of raw material (tonnes) - EN_MAT_DOMCMPC - ONT",Tonnes,117
906,"12.2.2 - Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2010 United States dollars) - EN_MAT_DOMCMPG - FEO",Kilograms per constant USD,118
907,"12.2.2 - Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2010 United States dollars) - EN_MAT_DOMCMPG - GBO",Kilograms per constant USD,118
908,"12.2.2 - Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2010 United States dollars) - EN_MAT_DOMCMPG - GAS",Kilograms per constant USD,118
909,"12.2.2 - Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2010 United States dollars) - EN_MAT_DOMCMPG - BIM",Kilograms per constant USD,118
910,"12.2.2 - Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2010 United States dollars) - EN_MAT_DOMCMPG - CRO",Kilograms per constant USD,118
911,"12.2.2 - Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2010 United States dollars) - EN_MAT_DOMCMPG - COL",Kilograms per constant USD,118
912,"12.2.2 - Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2010 United States dollars) - EN_MAT_DOMCMPG - NMA",Kilograms per constant USD,118
913,"12.2.2 - Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2010 United States dollars) - EN_MAT_DOMCMPG - NMC",Kilograms per constant USD,118
914,"12.2.2 - Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2010 United States dollars) - EN_MAT_DOMCMPG - MEO",Kilograms per constant USD,118
915,"12.2.2 - Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2010 United States dollars) - EN_MAT_DOMCMPG - WOD",Kilograms per constant USD,118
916,"12.2.2 - Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2010 United States dollars) - EN_MAT_DOMCMPG - NFO",Kilograms per constant USD,118
917,"12.2.2 - Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2010 United States dollars) - EN_MAT_DOMCMPG - FOF",Kilograms per constant USD,118
918,"12.2.2 - Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2010 United States dollars) - EN_MAT_DOMCMPG - WCH",Kilograms per constant USD,118
919,"12.2.2 - Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2010 United States dollars) - EN_MAT_DOMCMPG - NMM",Kilograms per constant USD,118
920,"12.2.2 - Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2010 United States dollars) - EN_MAT_DOMCMPG - CPR",Kilograms per constant USD,118
921,"12.2.2 - Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2010 United States dollars) - EN_MAT_DOMCMPG - PET",Kilograms per constant USD,118
922,"12.2.2 - Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2010 United States dollars) - EN_MAT_DOMCMPG - ALP",Kilograms per constant USD,118
923,"12.2.2 - Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2010 United States dollars) - EN_MAT_DOMCMPG - ONT",Kilograms per constant USD,118
924,"12.2.2 - Domestic material consumption, by type of raw material (tonnes) - EN_MAT_DOMCMPT - NMM",Tonnes,119
925,"12.2.2 - Domestic material consumption, by type of raw material (tonnes) - EN_MAT_DOMCMPT - CRO",Tonnes,119
926,"12.2.2 - Domestic material consumption, by type of raw material (tonnes) - EN_MAT_DOMCMPT - COL",Tonnes,119
927,"12.2.2 - Domestic material consumption, by type of raw material (tonnes) - EN_MAT_DOMCMPT - BIM",Tonnes,119
928,"12.2.2 - Domestic material consumption, by type of raw material (tonnes) - EN_MAT_DOMCMPT - FEO",Tonnes,119
929,"12.2.2 - Domestic material consumption, by type of raw material (tonnes) - EN_MAT_DOMCMPT - GBO",Tonnes,119
930,"12.2.2 - Domestic material consumption, by type of raw material (tonnes) - EN_MAT_DOMCMPT - GAS",Tonnes,119
931,"12.2.2 - Domestic material consumption, by type of raw material (tonnes) - EN_MAT_DOMCMPT - ALP",Tonnes,119
932,"12.2.2 - Domestic material consumption, by type of raw material (tonnes) - EN_MAT_DOMCMPT - FOF",Tonnes,119
933,"12.2.2 - Domestic material consumption, by type of raw material (tonnes) - EN_MAT_DOMCMPT - WOD",Tonnes,119
934,"12.2.2 - Domestic material consumption, by type of raw material (tonnes) - EN_MAT_DOMCMPT - WCH",Tonnes,119
935,"12.2.2 - Domestic material consumption, by type of raw material (tonnes) - EN_MAT_DOMCMPT - NFO",Tonnes,119
936,"12.2.2 - Domestic material consumption, by type of raw material (tonnes) - EN_MAT_DOMCMPT - MEO",Tonnes,119
937,"12.2.2 - Domestic material consumption, by type of raw material (tonnes) - EN_MAT_DOMCMPT - NMC",Tonnes,119
